\item $\displaystyle \int \left(3x^2-60x+336\right)\sqrt[4]{(x-10)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+8x+7\right)\sqrt{(2x+2)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(27x^2+144x+177\right)\sqrt[3]{3x+8}\, \, dx = \cdots $
\item $\displaystyle \int \left(x^2-2x-12\right)\sqrt[3]{x-1}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2+8x+7\right)\sqrt[3]{(2x-2)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(12x^2-84x+156\right)\sqrt{2x-7}\, \, dx =\cdots $
\item $\displaystyle \int \left(-8x^2-16x-10\right)\sqrt[4]{2x+2}\, \, dx = \cdots $
\item $\displaystyle \int \left(-8x^2+16x-8\right)\sqrt[4]{(2x-2)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2+12x-6\right)\sqrt{(2x-3)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2-4x-8\right)\sqrt{(2x-1)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+4x+13\right)\sqrt{(2x+1)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2-5\right)\sqrt[3]{(3x)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(18x^2+26\right)\sqrt[4]{(3x)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2+12x+2\right)\sqrt[4]{3x+2}\, \, dx = \cdots $
\item $\displaystyle \int \left(12x^2-48x+48\right)\sqrt[4]{2x-4}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2-16x+14\right)\sqrt[3]{(2x-4)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2+40x-108\right)\sqrt[3]{(2x-10)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-18x^2+24x+8\right)\sqrt{(3x-2)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(12x^2+96x+195\right)\sqrt[3]{(2x+8)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(18x^2+12x-20\right)\sqrt{(3x+1)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2+8x-18\right)\sqrt[3]{(2x-2)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2+12x+4\right)\sqrt{3x+2}\, \, dx =\cdots $
\item $\displaystyle \int \left(9x^2-60x+107\right)\sqrt{3x-10}\, \, dx =\cdots $
\item $\displaystyle \int \left(8x^2-48x+92\right)\sqrt{(2x-6)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2+6x+12\right)\sqrt{3x+1}\, \, dx =\cdots $
\item $\displaystyle \int \left(x^2+8x+16\right)\sqrt[3]{x+4}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2-12x+10\right)\sqrt[3]{(3x-2)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(x^2-10x+21\right)\sqrt[4]{x-5}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2-12x-16\right)\sqrt[3]{2x+3}\, \, dx = \cdots $
\item $\displaystyle \int \left(-8x^2-32x-56\right)\sqrt[4]{2x+4}\, \, dx = \cdots $
\item $\displaystyle \int \left(-9x^2-12x+3\right)\sqrt{3x+2}\, \, dx =\cdots $
\item $\displaystyle \int \left(-8x^2-6\right)\sqrt[4]{(2x)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2-6\right)\sqrt{3x}\, \, dx =\cdots $
\item $\displaystyle \int \left(x^2+18x+81\right)\sqrt{x+9}\, \, dx =\cdots $
\item $\displaystyle \int \left(18x^2+36x+4\right)\sqrt[3]{(3x+3)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(8x^2-24\right)\sqrt{(2x)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(3x^2-33\right)\sqrt[3]{x}\, \, dx = \cdots $
\item $\displaystyle \int \left(x^2-12x+37\right)\sqrt[3]{x-6}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2+36x+39\right)\sqrt{(3x+6)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2-1\right)\sqrt{(2x)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+24x+27\right)\sqrt[4]{(2x+6)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2-60x+88\right)\sqrt[3]{(3x-10)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-2x^2+20x-30\right)\sqrt[3]{x-5}\, \, dx = \cdots $
\item $\displaystyle \int \left(12x^2-12x+33\right)\sqrt[3]{2x-1}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+4x+7\right)\sqrt[4]{(2x+1)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2+12x+9\right)\sqrt{3x+2}\, \, dx =\cdots $
\item $\displaystyle \int \left(-x^2-16x-52\right)\sqrt{(x+8)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2-30x+25\right)\sqrt[4]{(3x-5)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(12x^2+12x+3\right)\sqrt{(2x+1)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2+16x-16\right)\sqrt[3]{2x-4}\, \, dx = \cdots $
\item $\displaystyle \int \left(8x^2+56x+90\right)\sqrt{(2x+7)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2+48x+52\right)\sqrt{3x+8}\, \, dx =\cdots $
\item $\displaystyle \int \left(-8x^2-64x-108\right)\sqrt{2x+8}\, \, dx =\cdots $
\item $\displaystyle \int \left(x^2-16x+64\right)\sqrt{x-8}\, \, dx =\cdots $
\item $\displaystyle \int \left(4x^2+4x+5\right)\sqrt[3]{(2x+1)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(18x^2+8\right)\sqrt{(3x)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2+12x+6\right)\sqrt[3]{(3x+2)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2\right)\sqrt[3]{3x}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2+60x+87\right)\sqrt[3]{(3x+10)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2-28x-49\right)\sqrt{(2x+7)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-9x^2-6x+14\right)\sqrt[4]{(3x+1)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(2x^2+20x+20\right)\sqrt{x+5}\, \, dx =\cdots $
\item $\displaystyle \int \left(8x^2+24x+6\right)\sqrt[4]{2x+3}\, \, dx = \cdots $
\item $\displaystyle \int \left(27x^2-90x+78\right)\sqrt[4]{(3x-5)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(x^2-6x+15\right)\sqrt[4]{(x-3)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-3x^2-12x-36\right)\sqrt[4]{(x+2)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2-12x+17\right)\sqrt[4]{(2x-3)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(8x^2-72x+158\right)\sqrt{(2x-9)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(27x^2+180x+255\right)\sqrt{(3x+10)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(x^2-14x+59\right)\sqrt{x-7}\, \, dx =\cdots $
\item $\displaystyle \int \left(2x^2-8x-18\right)\sqrt{(x-2)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2-9\right)\sqrt[3]{(2x)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-3x^2-60x-306\right)\sqrt[3]{(x+10)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2-28x+49\right)\sqrt[3]{2x-7}\, \, dx = \cdots $
\item $\displaystyle \int \left(12x^2+96x+198\right)\sqrt[4]{(2x+8)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2-40x+108\right)\sqrt[3]{(2x-10)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2+14\right)\sqrt[4]{(2x)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-12x^2+84x-150\right)\sqrt{(2x-7)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(x^2-18x+92\right)\sqrt[4]{(x-9)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+6\right)\sqrt[4]{(2x)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-18x^2-14\right)\sqrt{(3x)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(3x^2-30x+36\right)\sqrt[3]{(x-5)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-x^2+8x-2\right)\sqrt[3]{(x-4)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+28x+64\right)\sqrt[3]{2x+7}\, \, dx = \cdots $
\item $\displaystyle \int \left(-2x^2+24x-72\right)\sqrt{x-6}\, \, dx =\cdots $
\item $\displaystyle \int \left(4x^2+8x-7\right)\sqrt[4]{(2x+2)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-8x^2+72x-182\right)\sqrt{(2x-9)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2-4x\right)\sqrt{(2x+1)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+12x+10\right)\sqrt{2x+3}\, \, dx =\cdots $
\item $\displaystyle \int \left(-8x^2-80x-220\right)\sqrt[4]{(2x+10)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2-12x+4\right)\sqrt[3]{(3x-2)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+4x-7\right)\sqrt{2x+1}\, \, dx =\cdots $
\item $\displaystyle \int \left(-18x^2+20\right)\sqrt[3]{3x}\, \, dx = \cdots $
\item $\displaystyle \int \left(-2x^2\right)\sqrt{(x)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(8x^2+16x+8\right)\sqrt{2x+2}\, \, dx =\cdots $
\item $\displaystyle \int \left(18x^2+36x+40\right)\sqrt{(3x+3)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+8x+6\right)\sqrt{(2x+2)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(12x^2+12x+24\right)\sqrt[3]{(2x+1)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2-13\right)\sqrt{(2x)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(x^2+1\right)\sqrt[3]{(x)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2+36x-94\right)\sqrt{(2x-9)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-x^2+18x-81\right)\sqrt{x-9}\, \, dx =\cdots $
\item $\displaystyle \int \left(-x^2+4\right)\sqrt[3]{(x)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(18x^2+4\right)\sqrt[3]{(3x)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2-40x+97\right)\sqrt[4]{(2x-10)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+20x+25\right)\sqrt{(2x+5)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2+48x+79\right)\sqrt[3]{3x+8}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2-28x-49\right)\sqrt[3]{(2x+7)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-x^2-2x+10\right)\sqrt{(x+1)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2+40x-85\right)\sqrt{(2x-10)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(27x^2-162x+252\right)\sqrt[4]{(3x-9)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-2x^2+36x-162\right)\sqrt[4]{(x-9)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(27x^2-18x+18\right)\sqrt[3]{(3x-1)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2-18x-3\right)\sqrt[3]{3x-3}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+4x\right)\sqrt{(2x+1)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(18x^2+96x+148\right)\sqrt[4]{(3x+8)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(12x^2+120x+288\right)\sqrt[3]{(2x+10)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2+12x-5\right)\sqrt[3]{(2x-3)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(2x^2+16x+32\right)\sqrt[3]{x+4}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+8x-6\right)\sqrt[4]{(2x+2)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2-12x+15\right)\sqrt{3x-2}\, \, dx =\cdots $
\item $\displaystyle \int \left(2x^2+28x+68\right)\sqrt{(x+7)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-8x^2+56x-86\right)\sqrt[4]{(2x-7)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(18x^2-60x+54\right)\sqrt[4]{(3x-5)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2-42x+49\right)\sqrt[4]{3x-7}\, \, dx = \cdots $
\item $\displaystyle \int \left(x^2-8x+6\right)\sqrt{x-4}\, \, dx =\cdots $
\item $\displaystyle \int \left(-18x^2-36x-18\right)\sqrt[3]{(3x+3)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+8x+6\right)\sqrt[3]{(2x+2)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-8x^2-48x-78\right)\sqrt{(2x+6)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(8x^2+40x+38\right)\sqrt[3]{(2x+5)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(x^2+18x+92\right)\sqrt{x+9}\, \, dx =\cdots $
\item $\displaystyle \int \left(12x^2-39\right)\sqrt[3]{2x}\, \, dx = \cdots $
\item $\displaystyle \int \left(8x^2-48x+72\right)\sqrt[3]{(2x-6)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2+12x-12\right)\sqrt[3]{(2x-3)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(18x^2+108x+132\right)\sqrt{(3x+9)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(8x^2-24x+22\right)\sqrt{2x-3}\, \, dx =\cdots $
\item $\displaystyle \int \left(3x^2\right)\sqrt{(x)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(12x^2+60x+63\right)\sqrt[3]{(2x+5)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(x^2-16x+65\right)\sqrt[4]{x-8}\, \, dx = \cdots $
\item $\displaystyle \int \left(-2x^2-12x-14\right)\sqrt[4]{(x+3)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(2x^2-16x+28\right)\sqrt{(x-4)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2-16x+25\right)\sqrt[3]{(2x-4)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(18x^2-60x+36\right)\sqrt[3]{(3x-5)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2-12x+10\right)\sqrt[4]{(2x-3)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(x^2+18x+68\right)\sqrt{x+9}\, \, dx =\cdots $
\item $\displaystyle \int \left(-9x^2-11\right)\sqrt{(3x)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+8\right)\sqrt[4]{(2x)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-x^2+6x-10\right)\sqrt[3]{(x-3)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+24x+37\right)\sqrt[3]{2x+6}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2-20x-25\right)\sqrt{(2x+5)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2-10\right)\sqrt[4]{2x}\, \, dx = \cdots $
\item $\displaystyle \int \left(2x^2-4x+22\right)\sqrt[3]{(x-1)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-8x^2+8x-2\right)\sqrt[4]{(2x-1)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2+1\right)\sqrt[4]{(2x)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-3x^2-42\right)\sqrt[3]{(x)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(18x^2+24\right)\sqrt{3x}\, \, dx =\cdots $
\item $\displaystyle \int \left(18x^2+48x+12\right)\sqrt{(3x+4)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-2x^2+28x-98\right)\sqrt[4]{(x-7)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-3x^2\right)\sqrt[4]{x}\, \, dx = \cdots $
\item $\displaystyle \int \left(-27x^2-54x-45\right)\sqrt{(3x+3)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(2x^2+4x+8\right)\sqrt{(x+1)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(8x^2+8x+14\right)\sqrt[3]{(2x+1)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2+24x-29\right)\sqrt{(2x-6)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2-8x+4\right)\sqrt[3]{2x+2}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2-40x-105\right)\sqrt[3]{2x+10}\, \, dx = \cdots $
\item $\displaystyle \int \left(-18x^2+84x-116\right)\sqrt{(3x-7)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-x^2-4x\right)\sqrt[3]{(x+2)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+40x+100\right)\sqrt{2x+10}\, \, dx =\cdots $
\item $\displaystyle \int \left(x^2+2x+2\right)\sqrt[4]{(x+1)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-2x^2+8x\right)\sqrt{(x-2)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2-6x+11\right)\sqrt[3]{(3x-1)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-27x^2-126x-159\right)\sqrt[3]{3x+7}\, \, dx = \cdots $
\item $\displaystyle \int \left(-x^2+18x-81\right)\sqrt{x-9}\, \, dx =\cdots $
\item $\displaystyle \int \left(4x^2+4x-2\right)\sqrt[3]{(2x+1)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(8x^2+72x+156\right)\sqrt{(2x+9)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(12x^2+24x+9\right)\sqrt[4]{(2x+2)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+28x+56\right)\sqrt[3]{(2x+7)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2-9\right)\sqrt[3]{(2x)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+4x-6\right)\sqrt{(2x+1)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(2x^2+4x-10\right)\sqrt{(x+1)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2-20x+22\right)\sqrt{2x-5}\, \, dx =\cdots $
\item $\displaystyle \int \left(4x^2+12x+12\right)\sqrt[4]{(2x+3)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2+9\right)\sqrt{2x}\, \, dx =\cdots $
\item $\displaystyle \int \left(-4x^2-12x-9\right)\sqrt[3]{2x+3}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2-4x+3\right)\sqrt{(2x+1)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+20x+17\right)\sqrt[3]{(2x+5)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2-8\right)\sqrt[3]{(2x)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(8x^2+8x+32\right)\sqrt[3]{2x+1}\, \, dx = \cdots $
\item $\displaystyle \int \left(8x^2-48x+72\right)\sqrt{(2x-6)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(18x^2-108x+176\right)\sqrt{3x-9}\, \, dx =\cdots $
\item $\displaystyle \int \left(4x^2+4x+1\right)\sqrt[4]{(2x+1)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(2x^2-36x+192\right)\sqrt{x-9}\, \, dx =\cdots $
\item $\displaystyle \int \left(-x^2+6x-24\right)\sqrt[4]{(x-3)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-2x^2+12x-18\right)\sqrt[4]{(x-3)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2-54x+77\right)\sqrt[4]{(3x-9)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(x^2-20x+94\right)\sqrt{(x-10)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(3x^2+6x+3\right)\sqrt[4]{(x+1)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(12x^2+84x+147\right)\sqrt[3]{(2x+7)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2-13\right)\sqrt[4]{(2x)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-9x^2+30x-16\right)\sqrt{3x-5}\, \, dx =\cdots $
\item $\displaystyle \int \left(18x^2+108x+162\right)\sqrt{3x+9}\, \, dx =\cdots $
\item $\displaystyle \int \left(9x^2-6x+16\right)\sqrt[4]{(3x-1)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+40x+98\right)\sqrt[4]{(2x+10)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(3x^2-54x+213\right)\sqrt{(x-9)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-2x^2+20x-72\right)\sqrt[4]{(x-5)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-9x^2\right)\sqrt[4]{3x}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+4x+2\right)\sqrt{2x+1}\, \, dx =\cdots $
\item $\displaystyle \int \left(12x^2+9\right)\sqrt[3]{(2x)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(x^2-18x+70\right)\sqrt[3]{(x-9)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-8x^2-40x-34\right)\sqrt[4]{(2x+5)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2-4x+1\right)\sqrt[3]{(2x-1)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2-8x+4\right)\sqrt[3]{(2x-2)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-27x^2+54x+18\right)\sqrt[3]{(3x-3)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2\right)\sqrt[4]{(2x)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+24x+51\right)\sqrt[4]{(2x+6)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2-20x+36\right)\sqrt[3]{(2x-5)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(12x^2+36x+27\right)\sqrt{2x+3}\, \, dx =\cdots $
\item $\displaystyle \int \left(-9x^2-18x+6\right)\sqrt{(3x+3)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(2x^2+28x+114\right)\sqrt{(x+7)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(8x^2-64x+108\right)\sqrt[3]{(2x-8)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(8x^2+30\right)\sqrt{(2x)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-18x^2+36x-40\right)\sqrt{(3x-3)^{3}}\, \, dx = \cdots $
\item $\displaystyle \int \left(x^2+2x+15\right)\sqrt[3]{(x+1)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(8x^2+8x\right)\sqrt{2x+1}\, \, dx =\cdots $
\item $\displaystyle \int \left(4x^2+4x-12\right)\sqrt[3]{2x+1}\, \, dx = \cdots $
\item $\displaystyle \int \left(-x^2-10x-33\right)\sqrt{(x+5)^{4}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-4x^2-28x-63\right)\sqrt[3]{(2x+7)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+8x+10\right)\sqrt[3]{(2x+2)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-9x^2+12x+5\right)\sqrt[3]{3x-2}\, \, dx = \cdots $
\item $\displaystyle \int \left(4x^2+8x+4\right)\sqrt{2x+2}\, \, dx =\cdots $
\item $\displaystyle \int \left(4x^2+15\right)\sqrt[3]{2x}\, \, dx = \cdots $
\item $\displaystyle \int \left(-9x^2+42x-61\right)\sqrt{3x-7}\, \, dx =\cdots $
\item $\displaystyle \int \left(8x^2-12\right)\sqrt{2x}\, \, dx =\cdots $
\item $\displaystyle \int \left(8x^2-48x+84\right)\sqrt{2x-6}\, \, dx =\cdots $
\item $\displaystyle \int \left(-8x^2+48x-90\right)\sqrt{2x-6}\, \, dx =\cdots $
\item $\displaystyle \int \left(-4x^2+4x+12\right)\sqrt[4]{2x-1}\, \, dx = \cdots $
\item $\displaystyle \int \left(9x^2-2\right)\sqrt[3]{(3x)^{2}}\, \, dx = \cdots $
\item $\displaystyle \int \left(-18x^2-108x-188\right)\sqrt[4]{(3x+9)^{3}}\, \, dx = \cdots $
